10580772125e-19,975089075e-18,91988861e-17,8791664200000001e-25,843637925e-18,8078546524999998e-25,770532895e-18,7307607025e-19,6894497140000001e-25,6473355435000001e-25,60422337625e-20
44130173525e-20,15258065e-16,14515934000000002e-25,1397727875e-18,13534315e-16,1311235425e-18,12703418225e-19,12296055999999999e-25,11859454125e-19,11386566899999998e-25,1087987505e-18
17293801925e-20,-134538205e-17,-13398618000000001e-25,-13505455e-16,-13683278249999999e-25,-13924061e-16,-14220528500000001e-25,-145434325e-17,-14917996500000003e-25,-15347370999999997e-25,-15800258750000001e-25
45613304175e-19,2717056575e-18,2616889075e-18,25445629500000003e-25,24845010999999994e-25,24281285250000003e-25,2373293525e-18,2317744025e-18,22606531750000002e-25,2200197725e-18,21357847e-16
6598089275e-18,-3370630225e-18,-33090052749999993e-25,-32877557499999993e-25,-32833578e-16,-32917355750000003e-25,-3309098675e-18,-33356214999999998e-25,-3372856325e-18,-3421740825e-18,-34800838000000002e-25
-6903795699999999e-24,1387468975e-18,1317519975e-18,12661124875e-19,12230965749999998e-25,11815903e-16,1141331625e-18,11003863474999999e-25,10567232575000001e-25,10094142974999999e-25,9598348075e-19
-5276146295e-18,6315793585499999e-25,60518275e-17,5782433299999999e-25,545860175e-18,5076719057500001e-25,4662456875e-19,42195383250000004e-26,37599068975e-20,332873128e-18,294545148e-18
7593566725000001e-24,-4205016125e-19,-4307422825e-19,-44604308825e-20,-45815428e-17,-4724178804999999e-25,-4921135025e-19,-5161295124999999e-25,-5484384050000002e-25,-5876091949999999e-25,-6310530300000001e-25
10273834575000002e-25,10498084e-16,989198931e-18,9444807774999998e-25,9036569475e-19,862988355e-18,8221865925e-19,7825089700000001e-25,742649075e-18,6993936137249999e-25,64896003975e-20
-5094654025e-18,16112616000000004e-25,15396011575e-19,14873605e-16,1444563925e-18,14026730250000002e-25,1361410375e-18,13202082175000001e-25,12762365099999999e-25,12296169324999999e-25,11802433200000002e-25
-8912746025e-18,7567987499999969e-27,-21980636249999982e-27,-4904931750000003e-26,-74335239e-18,-10018320175e-20,-12957987555e-20,-16489556275e-20,-20541094925e-20,-2515730675e-19,-30371467249999996e-26
-1776330000000065e-29,-30805740500000003e-25,-30215777500000003e-25,-30015274e-16,-29989583e-16,-30073414999999997e-25,-302496945e-17,-3051657075e-18,-3088196775e-18,-313431995e-17,-31900757499999997e-25
-7618490224999999e-24,-40118543944999995e-26,-403891765e-18,-41478853749999997e-26,-43113972149999993e-26,-4544700675e-19,-4834519400000001e-25,-5168744750000001e-25,-55657209e-17,-6011851161750001e-25,-6513620225000001e-25
-34546436649999997e-25,5586047500000001e-25,5174472899999999e-25,4852157935000001e-25,45341972999999996e-26,42120240249999995e-26,38983866650000004e-26,35442627375e-20,31149592224999996e-26,26326639925e-20,212759525e-18
5939551423499999e-24,242894015e-17,23326047e-16,2264363175e-18,220895035e-17,21567878e-16,2106090225e-18,205455095e-17,20008925499999997e-25,1943877575e-18,18819829000000003e-25
69208721425e-19,10348204749999999e-25,9775685e-16,9345712725e-19,89561904475e-20,8563646124999999e-25,8174519599999999e-25,7786772900000001e-25,737686985e-18,693788924625e-21,64272659275e-20
-7774324375e-18,2874336525e-18,27629163250000003e-25,2685082175e-18,2622031025e-18,2562470625e-18,25043170999999998e-25,24478937500000003e-25,238899055e-17,23269139249999998e-25,22602591750000004e-25
60894993999999995e-25,3660677375e-18,35145893249999997e-25,34164170500000004e-25,33371883e-16,326662495e-17,31983274749999993e-25,313401325e-17,30683537750000004e-25,3000747825e-18,29306486e-16
-7464902625e-18,33058576749999997e-25,3178757025e-18,3090251525e-18,30181085249999996e-25,2952004625e-18,28893233500000004e-25,282829255e-17,2765952775e-18,270126755e-17,263404585e-17
-40980790250000005e-25,16580451999999998e-25,158391629e-17,15298494999999999e-25,1484962475e-18,144280645e-17,14015294e-16,13610521075e-19,1316658055e-18,12693862250000001e-25,12193899800000002e-25
